,Name ,Comment ,comments,Time ,text_token,text_string
248,Lord Dominus,Holy shit the ai generated images accompanying this one made it so much funnier for some reason. 11/10 Skynet approved.,holy shit the ai generated images accompanying this one made it so much funnier for some reason. 11/10 skynet approved.,2022-09-14T19:11:22Z,"['holy', 'shit', 'ai', 'generated', 'images', 'accompanying', 'one', 'made', 'much', 'funnier', 'reason', '11', '10', 'skynet', 'approved']",holy shit generated images accompanying one made much funnier reason skynet approved
249,C. Smyth,"DougDoug: ""Are you sure you guys want to do that?""

Twitch Chat: ""Do all our popes shit in the woods?""","dougdoug: ""are you sure you guys want to do that?""

twitch chat: ""do all our popes shit in the woods?""",2022-09-15T05:02:24Z,"['dougdoug', 'sure', 'guys', 'want', 'twitch', 'chat', 'popes', 'shit', 'woods']",dougdoug sure guys want twitch chat popes shit woods
250,BloofCloof,"""The Pope is a girl, by the way,"" is a sentence I'll be sprinkling in casual conversation from now on.","""the pope is a girl, by the way,"" is a sentence i'll be sprinkling in casual conversation from now on.",2022-09-14T02:10:31Z,"['pope', 'girl', 'way', 'sentence', 'sprinkling', 'casual', 'conversation']",pope girl way sentence sprinkling casual conversation
251,Scubaduba89,"The fact he thought it would most likely be really stupid but ended up making a beautiful piece of chaotic art. You think by now Doug would realize, the more ridiculous and stupid the idea, the more magnificent the outcome.","the fact he thought it would most likely be really stupid but ended up making a beautiful piece of chaotic art. you think by now doug would realize, the more ridiculous and stupid the idea, the more magnificent the outcome.",2022-09-14T16:54:59Z,"['fact', 'thought', 'would', 'likely', 'really', 'stupid', 'ended', 'making', 'beautiful', 'piece', 'chaotic', 'art', 'think', 'doug', 'would', 'realize', 'ridiculous', 'stupid', 'idea', 'magnificent', 'outcome']",fact thought would likely really stupid ended making beautiful piece chaotic art think doug would realize ridiculous stupid idea magnificent outcome
252,Juanthemovie,Everytime Chat loses a pope into the woods I like to think all the popes formed together to make a pope village in the forest,everytime chat loses a pope into the woods i like to think all the popes formed together to make a pope village in the forest,2022-09-14T16:33:42Z,"['everytime', 'chat', 'loses', 'pope', 'woods', 'like', 'think', 'popes', 'formed', 'together', 'make', 'pope', 'village', 'forest']",everytime chat loses pope woods like think popes formed together make pope village forest
253,Calib Barbera,The Pope running into the forest every single time had my crying laughing. Incredible video doug,the pope running into the forest every single time had my crying laughing. incredible video doug,2022-09-15T02:02:11Z,"['pope', 'running', 'forest', 'every', 'single', 'time', 'crying', 'laughing', 'incredible', 'video', 'doug']",pope running forest every single time crying laughing incredible video doug
254,Bill Teng,It's funny how during the start of the stream Doug didn't think adding Luxembourg would make a difference but it ends up being one of the main centerpiece of this campaign,it's funny how during the start of the stream doug didn't think adding luxembourg would make a difference but it ends up being one of the main centerpiece of this campaign,2022-09-14T13:21:15Z,"['funny', 'start', 'stream', 'doug', 'think', 'adding', 'luxembourg', 'would', 'make', 'difference', 'ends', 'one', 'main', 'centerpiece', 'campaign']",funny start stream doug think adding luxembourg would make difference ends one main centerpiece campaign
255,Oko,As a German I feel like DougDoug choosing Germany as a start to take over whole Europe is quite sus,as a german i feel like dougdoug choosing germany as a start to take over whole europe is quite sus,2022-09-14T12:13:34Z,"['german', 'feel', 'like', 'dougdoug', 'choosing', 'germany', 'start', 'take', 'whole', 'europe', 'quite', 'sus']",german feel like dougdoug choosing germany start take whole europe quite sus
256,Cassia Clark,"Seeing the chat yelling, You already have Switzerland! while Doug continues completely oblivious leading to his newly invented Battle Bears being destroyed was absolute treat","seeing the chat yelling, you already have switzerland! while doug continues completely oblivious leading to his newly invented battle bears being destroyed was absolute treat",2022-09-14T18:09:38Z,"['seeing', 'chat', 'yelling', 'already', 'switzerland', 'doug', 'continues', 'completely', 'oblivious', 'leading', 'newly', 'invented', 'battle', 'bears', 'destroyed', 'absolute', 'treat']",seeing chat yelling already switzerland doug continues completely oblivious leading newly invented battle bears destroyed absolute treat
257,Eliguy234,"I love the fact that every insane thing that happens is completely accurate to Europe. Germans using magic to create beer, France being taken over with virtually no resistance. Switzerland being uninvadeable. It truly feels like  Medieval and Renaissance Europe. Truly incredible.","i love the fact that every insane thing that happens is completely accurate to europe. germans using magic to create beer, france being taken over with virtually no resistance. switzerland being uninvadeable. it truly feels like  medieval and renaissance europe. truly incredible.",2022-09-15T00:18:36Z,"['love', 'fact', 'every', 'insane', 'thing', 'happens', 'completely', 'accurate', 'europe', 'germans', 'using', 'magic', 'create', 'beer', 'france', 'taken', 'virtually', 'resistance', 'switzerland', 'uninvadeable', 'truly', 'feels', 'like', 'medieval', 'renaissance', 'europe', 'truly', 'incredible']",love fact every insane thing happens completely accurate europe germans using magic create beer france taken virtually resistance switzerland uninvadeable truly feels like medieval renaissance europe truly incredible
258,Ramenling,I love how the AI just casually mentioned in the middle of a war that the Chatistan emperor is a GIANT.,i love how the ai just casually mentioned in the middle of a war that the chatistan emperor is a giant.,2022-09-14T20:05:30Z,"['love', 'ai', 'casually', 'mentioned', 'middle', 'war', 'chatistan', 'emperor', 'giant']",love casually mentioned middle war chatistan emperor giant
259,SemiHypercube,I feel like this might be a record for the most Scott has talked about Minecraft in a single video,i feel like this might be a record for the most scott has talked about minecraft in a single video,2022-09-14T00:21:21Z,"['feel', 'like', 'might', 'record', 'scott', 'talked', 'minecraft', 'single', 'video']",feel like might record scott talked minecraft single video
260,mineland,"Scott The Woz was initially a youtube exclusive series, but it eventually jumped to a tv port. Truly, the ex exclusive of all time","scott the woz was initially a youtube exclusive series, but it eventually jumped to a tv port. truly, the ex exclusive of all time",2022-09-14T03:07:25Z,"['scott', 'woz', 'initially', 'youtube', 'exclusive', 'series', 'eventually', 'jumped', 'tv', 'port', 'truly', 'ex', 'exclusive', 'time']",scott woz initially youtube exclusive series eventually jumped port truly exclusive time
261,DatMageDoe,"A note on Halo Combat Evolved for the Mac:
That was prior commitments. Halo was originally going to be exclusively for the Mac, but in 2000 Bungie was acquired by Microsoft and the game was shifted to Windows, then later the Xbox. However, Microsoft respected Bungie's original promise to release Halo on the Mac, so a Mac release there was.","a note on halo combat evolved for the mac:
that was prior commitments. halo was originally going to be exclusively for the mac, but in 2000 bungie was acquired by microsoft and the game was shifted to windows, then later the xbox. however, microsoft respected bungie's original promise to release halo on the mac, so a mac release there was.",2022-09-14T03:17:00Z,"['note', 'halo', 'combat', 'evolved', 'mac', 'prior', 'commitments', 'halo', 'originally', 'going', 'exclusively', 'mac', '2000', 'bungie', 'acquired', 'microsoft', 'game', 'shifted', 'windows', 'later', 'xbox', 'however', 'microsoft', 'respected', 'bungie', 'original', 'promise', 'release', 'halo', 'mac', 'mac', 'release']",note halo combat evolved mac prior commitments halo originally going exclusively mac 2000 bungie acquired microsoft game shifted windows later xbox however microsoft respected bungie original promise release halo mac mac release
262,Nightcat,"Just want to make a correction: Mario Kart Wii never ended up being released for the Chinese NVIDIA SHIELD as it got stuck in limbo waiting to be approved by the government and then they stopped selling the games. It’s a huge shame, too, as it would’ve had an official online service similar to Nintendo WFC.","just want to make a correction: mario kart wii never ended up being released for the chinese nvidia shield as it got stuck in limbo waiting to be approved by the government and then they stopped selling the games. it’s a huge shame, too, as it would’ve had an official online service similar to nintendo wfc.",2022-09-14T11:03:52Z,"['want', 'make', 'correction', 'mario', 'kart', 'wii', 'never', 'ended', 'released', 'chinese', 'nvidia', 'shield', 'got', 'stuck', 'limbo', 'waiting', 'approved', 'government', 'stopped', 'selling', 'games', 'huge', 'shame', 'would', 'official', 'online', 'service', 'similar', 'nintendo', 'wfc']",want make correction mario kart wii never ended released chinese nvidia shield got stuck limbo waiting approved government stopped selling games huge shame would official online service similar nintendo wfc
263,HypnoPilot,"One thing I'd like to point out is in the Nintendo segment, at 12:36 when you mentioned the Japanese Fatal Frame game, I think another big example of Nintendo putting exclusive games onto competing systems is Yo-kai Watch, which had the fourth game (Yo-kai Watch 4++) released on the PS4 in Japan, despite being a Switch and 3DS only game series for the longest.","one thing i'd like to point out is in the nintendo segment, at 12:36 when you mentioned the japanese fatal frame game, i think another big example of nintendo putting exclusive games onto competing systems is yo-kai watch, which had the fourth game (yo-kai watch 4++) released on the ps4 in japan, despite being a switch and 3ds only game series for the longest.",2022-09-14T03:29:30Z,"['one', 'thing', 'like', 'point', 'nintendo', 'segment', '12', '36', 'mentioned', 'japanese', 'fatal', 'frame', 'game', 'think', 'another', 'big', 'example', 'nintendo', 'putting', 'exclusive', 'games', 'onto', 'competing', 'systems', 'yo', 'kai', 'watch', 'fourth', 'game', 'yo', 'kai', 'watch', '4', 'released', 'ps4', 'japan', 'despite', 'switch', '3ds', 'game', 'series', 'longest']",one thing like point nintendo segment mentioned japanese fatal frame game think another big example nintendo putting exclusive games onto competing systems kai watch fourth game kai watch released ps4 japan despite switch 3ds game series longest
